Genes	HepG2_MAX
ENSG00000229728	4.2603
ENSG00000238998	0
ENSG00000217786	0
ENSG00000124466	0.8705
ENSG00000243854	2.9757
ENSG00000264017	0.91826
ENSG00000259041	0
ENSG00000273287	0.69279
ENSG00000224070	0
ENSG00000236012	0
ENSG00000225408	0.44662
ENSG00000274505	2.8477
ENSG00000205361	2.1084
ENSG00000236495	0
ENSG00000178146	0.20225
ENSG00000258925	0.15103
ENSG00000126218	61.1531
ENSG00000267146	0
ENSG00000218049	0
ENSG00000152804	87.8178
ENSG00000148200	33.5266
ENSG00000232175	0
ENSG00000281272	0
ENSG00000277634	3.0082
ENSG00000254605	0.87449
ENSG00000207325	6.8192
ENSG00000158246	0.97251
ENSG00000221451	0
ENSG00000265692	0.31156
ENSG00000155974	0.74624
ENSG00000104691	28.8852
ENSG00000085491	31.7768
ENSG00000139351	1.0632
ENSG00000252102	5.0936
ENSG00000273314	0.97688
ENSG00000226034	0
ENSG00000124228	114.9756
ENSG00000205871	0.29832
ENSG00000240160	1.7081
ENSG00000250768	0
ENSG00000273797	3.746
ENSG00000107816	34.0655
ENSG00000213366	18.0497
ENSG00000225918	0
ENSG00000281419	1.9699
ENSG00000260207	0
ENSG00000280081	0.14902
ENSG00000234139	0
ENSG00000213976	1.9511
ENSG00000255231	0
ENSG00000271860	0.573
ENSG00000232202	0.067434
ENSG00000276443	1.1003
ENSG00000229163	0.21225
ENSG00000222197	5.2412
ENSG00000197976	14.5441
ENSG00000253897	0.048262
ENSG00000175764	11.5089
ENSG00000244627	12.8051
ENSG00000232685	0
ENSG00000279572	0
ENSG00000066455	55.7824
ENSG00000079335	10.2735
ENSG00000237268	0.10831
ENSG00000258360	0
ENSG00000202297	6.0671
ENSG00000124279	22.6958
ENSG00000113389	0.89953
ENSG00000224727	0.14269
ENSG00000273824	0.089114
ENSG00000261882	0
ENSG00000050405	77.7588
ENSG00000277189	0
ENSG00000141101	158.3428
ENSG00000254040	0
ENSG00000166483	172.2165
ENSG00000222224	16.126
ENSG00000231494	0
ENSG00000238460	30.9657
ENSG00000253924	0
ENSG00000206644	2.9104
ENSG00000276953	0
ENSG00000188263	0.01435
ENSG00000169507	17.3312
ENSG00000092199	1446.2306
ENSG00000248019	1.9765
ENSG00000236077	0
ENSG00000105877	4.7391
ENSG00000232712	41.8635
ENSG00000258507	0
ENSG00000202324	0
ENSG00000251421	0.19783
ENSG00000105849	38.0741
ENSGR0000223773	2.8015
ENSG00000198704	0.030825
ENSG00000277216	3.4823
ENSG00000260691	1.591
ENSG00000256004	0
ENSG00000221033	0
ENSG00000270130	2.149
ENSG00000087301	6.3801
ENSG00000244062	35.1181
ENSG00000100191	0.058063
ENSG00000280738	24.6027
ENSG00000277699	0
ENSG00000228482	0
ENSG00000231521	6.4685
ENSG00000168092	83.8344
ENSG00000254550	0.5343
ENSG00000138115	0.26924
ENSG00000166862	0.14577
ENSG00000178804	0
ENSG00000217878	0
ENSG00000264109	0
ENSG00000252167	0
ENSG00000111860	5.448
ENSG00000224162	0
ENSG00000236104	5.2961
ENSG00000108823	0.60143
ENSG00000250230	0
ENSG00000269621	0.16085
ENSG00000278891	0.15086
ENSG00000259133	1.5105
ENSG00000229794	0.1073
ENSG00000178761	25.3688
ENSG00000213558	0.60557
ENSG00000262655	3.6801
ENSG00000248529	0
ENSG00000184923	0.49173
ENSG00000172464	0
ENSG00000267238	0
ENSG00000234650	7.2863
ENSG00000232267	0
ENSG00000265301	0
ENSG00000255296	0.14121
ENSG00000227291	0
ENSG00000162711	0.038692
ENSGR0000265658	0
ENSG00000133640	0.46779
ENSG00000013441	172.2341
ENSG00000207417	2.9252
ENSG00000228629	1.11
ENSG00000182952	142.0194
ENSG00000249721	0.5026
ENSG00000265784	0
ENSG00000216687	0.040023
ENSG00000277726	1.0384
ENSG00000131650	0.4935
ENSG00000100336	4.3926
ENSG00000177047	0.24597
ENSG00000206199	0.45396
ENSG00000273406	0
ENSG00000178127	242.2496
ENSG00000226126	0.042809
ENSG00000207391	2.0194
ENSG00000214184	2.3129
ENSG00000257826	0.073288
ENSG00000148835	6.7902
ENSG00000271952	0
ENSG00000201643	8.548
ENSG00000250740	2.3218
ENSG00000011451	14.3733
ENSG00000266047	6.4475
ENSG00000224672	0.18306
ENSG00000280173	2.3663
ENSG00000148926	13.605
ENSG00000276535	0
ENSG00000229255	0
ENSG00000181761	0
ENSG00000232777	0.6964
ENSG00000253989	0
ENSG00000255323	0
ENSG00000230840	0
ENSG00000225984	0.11753
ENSG00000116035	1.9426
ENSG00000134186	88.9035
ENSG00000156398	21.4247
ENSG00000262090	0
ENSG00000269176	2.5618
ENSG00000163689	0.14771
ENSG00000131016	1886.6114
ENSG00000196832	0
ENSG00000279664	0
ENSG00000258452	0.63933
ENSG00000202389	0
ENSG00000214211	0
ENSG00000224819	0
ENSG00000251003	9.3936
ENSG00000282137	0.081879
ENSG00000173237	0.82383
ENSG00000184110	1112.2025
ENSG00000137996	59.4615
ENSG00000199961	18.8376
ENSG00000280200	0.31519
ENSG00000228064	0
ENSG00000277161	25.9028
ENSG00000254132	0.27196
ENSG00000270195	0.5884
ENSG00000183479	0.29292
ENSG00000268940	0
ENSG00000017797	32.3845
ENSG00000242190	0.30038
ENSG00000235423	6.7505
ENSG00000182552	34.8178
ENSG00000222316	2.9038
ENSG00000264620	8.7619
ENSG00000280683	0.079903
ENSG00000231586	0
ENSG00000256069	0.046849
ENSG00000205035	0.054083
ENSG00000151491	120.1133
ENSG00000099282	7.2645
ENSG00000259198	0.11158
ENSG00000227948	0.29395
ENSG00000201198	2.3569
ENSG00000108061	63.4342
ENSG00000111962	0.79137
ENSG00000163825	0.1929
ENSG00000203581	0.19886
ENSG00000251513	0.43983
ENSG00000257261	17.8677
ENSG00000250295	2.9332
ENSG00000119383	83.8608
ENSG00000235933	0.33552
ENSG00000168676	0.68707
ENSG00000213020	12.7536
ENSG00000277308	1.3561
ENSG00000270222	0.18271
ENSG00000170807	0.10457
ENSG00000221125	0
ENSG00000141736	87.1739
ENSG00000025770	35.8609
ENSG00000237361	6.6227
ENSG00000185088	284.6551
ENSG00000231613	0.16609
ENSG00000275854	6.9786
ENSG00000254642	0
ENSG00000101343	57.4018
ENSG00000226757	0
ENSG00000280710	4.5114
ENSG00000265366	2.0732
ENSG00000156466	0.013673
ENSG00000186654	19.0227
ENSG00000256070	0
ENSG00000163516	74.3513
ENSG00000161958	3.5679
ENSG00000175175	1.0975
ENSG00000183098	37.8589
ENSG00000252259	0
ENSG00000110675	0.35319
ENSG00000249786	1.1729
ENSG00000250322	0
ENSG00000224254	0.21553
ENSG00000179134	82.1373
ENSG00000177576	57.163
ENSG00000117601	184.7635
ENSG00000162068	0.10333
ENSG00000120210	1.6512
ENSG00000278983	0.12727
ENSG00000234742	0.57673
ENSG00000229886	0
ENSG00000260810	0.17819
ENSG00000236679	2.6498
ENSG00000110243	80.8272
ENSG00000259225	0.45375
ENSG00000146005	0.11547
ENSG00000109881	66.6948
ENSG00000211713	0
ENSG00000134013	2.6018
ENSG00000150636	3.4285
ENSG00000257771	0.47623
ENSG00000161526	156.3742
ENSG00000232359	1.0732
ENSG00000224078	101.0404
ENSG00000269713	24.8971
ENSG00000253451	0
ENSG00000227383	0.86727
ENSG00000170858	0
ENSG00000277818	2.223
ENSG00000183160	1.8559
ENSG00000221635	0
ENSG00000167580	0.032755
ENSG00000255388	0
ENSG00000175202	0.06289
ENSG00000165197	0.82923
ENSG00000258034	0.46405
ENSG00000274097	0
ENSG00000223063	0
ENSG00000272160	2.2478
ENSG00000214842	0.50556
ENSG00000226218	0
ENSG00000105376	0.96845
ENSG00000235488	0.71379
ENSG00000212459	0
ENSG00000207483	0
ENSG00000277792	0
ENSG00000233551	0
ENSG00000257918	0.36833
ENSG00000117318	60.5227
ENSG00000229913	0.030365
ENSG00000183307	0.045087
ENSG00000113621	46.8075
ENSG00000118579	55.431
ENSG00000266139	14.7198
ENSG00000150687	3.2894
ENSG00000164904	250.5071
ENSG00000254197	0
ENSG00000280265	0.18065
ENSG00000106330	14.8823
ENSG00000252260	0
ENSG00000240344	82.0835
ENSG00000261556	4.1761
ENSG00000276627	0
ENSG00000255415	0
ENSG00000264685	0
ENSG00000127780	0.061598
ENSG00000236680	0.04997
ENSG00000232869	0
ENSG00000253961	2.3679
ENSG00000230932	0
ENSG00000274124	1.7687
ENSG00000105699	57.8809
ENSG00000225027	0
ENSG00000234297	0
ENSG00000258544	1.1486
ENSG00000251578	0
ENSG00000279756	1.052
ENSG00000200544	0
ENSG00000170477	0.033496
ENSG00000158793	31.8231
ENSG00000228156	0.64998
ENSG00000223573	1.2567
ENSG00000207993	0
ENSG00000022976	7.9681
ENSG00000213085	0.34403
ENSG00000277253	0
ENSG00000254224	0.57403
ENSG00000249368	0
ENSG00000270287	0
ENSG00000263494	1.0947
ENSG00000129744	0.31334
ENSG00000222408	0
ENSG00000266649	0
ENSG00000199004	0
ENSG00000238644	0
ENSG00000259856	27.2726
ENSG00000099840	0.88492
ENSG00000273982	2.0189
ENSG00000231678	0
ENSG00000252770	0
ENSG00000264712	6.986
ENSG00000113240	43.6178
ENSG00000136379	12.7802
ENSG00000242282	13.2182
ENSG00000197550	3.583
ENSG00000122778	8.9043
ENSG00000234324	3.8295
ENSG00000250387	0.36972
ENSG00000201170	1.4029
ENSG00000272817	0.82728
ENSG00000202508	1.8887
ENSG00000251605	0
ENSG00000223600	0.99514
ENSG00000174521	0.49872
ENSG00000211778	0
ENSG00000265458	22.0319
ENSG00000270314	0.12679
ENSG00000058262	334.6772
ENSG00000221217	9.9451
ENSG00000179104	1.4617
ENSG00000107341	37.0723
ENSG00000237453	0.32442
ENSG00000231705	0.45053
ENSG00000226849	1.0132
ENSG00000254734	0
ENSG00000249878	0
ENSG00000135346	0.39852
ENSG00000240975	0
ENSG00000170684	1.0903
ENSG00000258099	1.0216
ENSG00000268104	2.9512
ENSG00000279191	2.4225
ENSG00000230487	1.0911
ENSG00000256162	65.8626
ENSG00000153684	0.38135
ENSG00000201317	2.6844
ENSG00000224346	0.17267
ENSG00000273443	6.8968
ENSG00000142794	9.6822
ENSG00000164543	120.8224
ENSG00000184313	0.31847
ENSG00000164574	19.8331
ENSG00000229978	0
ENSG00000211805	0
ENSG00000103021	1.5329
ENSG00000260902	0.038457
ENSG00000124181	142.5443
ENSG00000278026	0
ENSG00000243055	30.9142
ENSG00000264267	5.3423
ENSG00000151694	52.4195
ENSG00000238199	0.85171
ENSG00000157184	10.8559
ENSG00000281548	0.31537
ENSG00000136840	14.2961
ENSG00000259291	8.1499
ENSG00000253543	1.4834
ENSG00000070961	87.9228
ENSG00000164142	3.9037
ENSG00000274755	13.5051
ENSG00000227475	0
ENSG00000248687	0
ENSG00000237963	0.11571
ENSG00000078814	1.5549
ENSG00000204446	0
ENSG00000267396	0.22203
ENSG00000163352	0.49218
ENSG00000230997	0
ENSG00000268614	0
ENSG00000101546	29.8845
ENSG00000261648	0
ENSG00000207575	0
ENSG00000256672	1.4451
ENSG00000282740	0.38673
ENSG00000277884	0.011894
ENSG00000124743	0.5949
ENSG00000233643	0.36447
ENSG00000145740	44.7163
ENSG00000201827	1.8216
ENSG00000254289	0
ENSG00000280357	0
ENSG00000136891	64.7637
ENSG00000226284	3.1628
ENSG00000275381	1.498
ENSG00000252352	0
ENSG00000214022	69.1356
ENSG00000115956	0.084251
ENSG00000199069	0
ENSG00000231140	0.29273
ENSG00000236772	3.0439
ENSG00000163719	33.4304
ENSG00000227502	15.1944
ENSG00000215560	0
ENSG00000283003	0.064737
ENSG00000187742	55.3824
ENSG00000274216	2.6736
ENSG00000248714	1.3858
ENSG00000267423	0.48222
ENSG00000134216	0.011478
ENSG00000234389	0
ENSG00000260457	0
ENSG00000204956	0.4516
ENSG00000246211	0.28299
ENSG00000279848	0.085419
ENSG00000213177	0
ENSG00000255481	0
ENSG00000207602	0
ENSG00000223665	1.9974
ENSG00000200636	0
ENSG00000277911	1.5807
ENSG00000270945	0
ENSG00000159166	67.5533
ENSG00000034239	1.0289
ENSG00000173093	0.032565
ENSG00000253098	0
ENSG00000274190	3.9219
ENSG00000082397	0.62175
ENSG00000228248	0
ENSG00000254316	0
ENSG00000263586	0.40107
ENSG00000108523	53.1071
ENSG00000280867	0
ENSG00000264804	9.8059
ENSG00000183909	0.068286
ENSG00000226794	0
ENSG00000146926	0
ENSG00000259948	7.4995
ENSG00000270379	0.0438
ENSG00000196642	50.6438
ENSG00000273025	0
ENSG00000261083	0.14494
ENSG00000278657	0.30619
ENSG00000025800	41.517
ENSG00000229440	0
ENSG00000141579	0.21514
ENSG00000272909	1.0979
ENSG00000110497	30.9395
ENSG00000260967	0
ENSG00000211750	0
ENSG00000255991	0.075297
ENSG00000253125	0.031368
ENSG00000250479	157.0751
ENSG00000213204	1.4243
ENSG00000206561	1.0269
ENSG00000241183	0.17387
ENSG00000221309	0
ENSG00000143167	0.019615
ENSG00000171311	57.0734
ENSG00000263613	0
ENSG00000177398	0.12568
ENSG00000234899	5.4267
ENSG00000227057	69.9312
ENSG00000196693	21.5376
ENSG00000214999	1.0686
ENSG00000212013	2.4531
ENSG00000235042	0
ENSG00000279283	0.91913
ENSG00000256254	0.046469
ENSG00000130287	0.16182
ENSG00000270380	0
ENSG00000163389	21.9308
ENSG00000110955	648.1075
ENSG00000222501	9.2067
ENSG00000109911	17.4622
ENSG00000212496	2.3514
ENSG00000224438	0
ENSG00000185847	0
ENSG00000199580	0
ENSG00000135655	58.8427
ENSG00000206921	9.1028
ENSG00000229950	0.039006
ENSG00000250506	9.0985
ENSG00000264359	0
ENSG00000066739	37.3297
ENSG00000238171	0.25412
ENSG00000259383	0
ENSG00000253635	0
ENSG00000248779	1.2755
ENSG00000170803	0
ENSG00000225630	88.7135
ENSG00000241693	2.2354
ENSG00000134247	7.3946
ENSG00000204538	0.04895
ENSG00000133665	2.3116
ENSG00000243147	309.6798
ENSG00000223247	0
ENSG00000272344	0
ENSG00000202035	0
ENSG00000279310	2.5237
ENSG00000124835	0.20035
ENSG00000115484	372.2518
ENSGR0000223484	0
ENSG00000007944	3.8749
ENSG00000221793	0
ENSG00000270890	20.4488
ENSG00000201919	0
ENSG00000149923	136.9005
ENSG00000233735	0
ENSG00000280449	0.96494
ENSG00000112893	103.6201
ENSG00000226376	1.0603
ENSG00000252444	2.6812
ENSG00000166573	0.19246
ENSG00000264869	1.7535
ENSG00000236864	0
ENSG00000113494	10.4154
ENSG00000231232	1.1228
ENSG00000241720	0.59809
ENSG00000177225	25.151
ENSG00000259410	1.9966
ENSG00000250990	0.74825
ENSG00000257027	3.9332
ENSG00000271153	1.6542
ENSG00000267515	0.41944
ENSG00000184999	0.41054
ENSG00000260549	0.26443
ENSG00000104369	0.03198
ENSG00000213269	0.28739
ENSG00000234361	0.23824
ENSG00000281641	0
ENSGR0000223511	0.21297
ENSG00000200728	0
ENSG00000158615	49.5495
ENSG00000174678	0
ENSG00000105982	13.7886
ENSG00000274282	0
ENSG00000253070	3.8957
ENSG00000265012	0
ENSG00000254408	0
ENSG00000226403	1.0513
ENSG00000263678	0
ENSG00000128590	79.1785
ENSG00000237490	0
ENSG00000226886	0
ENSG00000259920	0.037445
ENSG00000273117	0.038701
ENSG00000247049	0.15627
ENSG00000013725	1.6884
ENSG00000245112	0.14812
ENSG00000162763	0
ENSG00000201354	0
ENSG00000229532	0
ENSG00000233170	0.4308
ENSG00000158874	7838.2273
ENSG00000261175	0.18811
ENSG00000203857	0.57545
ENSG00000169849	0
ENSG00000134419	5541.9263
ENSG00000197734	0.57636
ENSG00000211842	0
ENSG00000146700	37.0877
ENSG00000227149	0
ENSG00000276246	2.2376
ENSG00000253217	0.53692
ENSG00000181472	63.1746
ENSG00000188558	0.058164
ENSG00000169764	167.4902
ENSG00000263705	0
ENSG00000167346	0
ENSG00000237637	1.1249
ENSG00000251763	0
ENSG00000225695	0.53767
ENSG00000216425	0
ENSG00000226913	0.60235
ENSG00000158050	0.16982
ENSG00000230551	11.2819
ENSG00000138018	61.7565
ENSG00000261202	0.25522
ENSG00000279375	0.6333
ENSG00000256346	0
ENSG00000119616	96.5684
ENSG00000200163	0
ENSG00000270472	0
ENSG00000282897	0.081521
ENSG00000212588	30.916
ENSG00000254892	0.73319
ENSG00000111331	19.8716
ENSG00000275055	4.7704
ENSG00000199672	9.8528
ENSG00000233680	0.067485
ENSG00000238263	0
ENSG00000259475	0.52289
ENSG00000231297	0
ENSG00000227659	0.29816
ENSG00000225722	0
ENSG00000134339	0.34167
ENSG00000162614	5.2832
ENSG00000241785	2.1693
ENSG00000283040	0
ENSG00000278184	0
ENSG00000144827	33.6686
ENSG00000260011	5.448
ENSG00000204510	0
ENSG00000248751	0.75564
ENSG00000272436	0
ENSG00000260494	0.6861
ENSG00000218363	0.13486
ENSG00000078687	18.3771
ENSG00000282924	0
ENSG00000212615	6.9549
ENSG00000207759	0
ENSG00000067365	78.571
ENSG00000179772	0
ENSG00000270982	0
ENSG00000200673	0
ENSG00000228851	0
ENSG00000233827	0
ENSG00000237072	0.15456
ENSG00000249014	0.26521
ENSG00000242048	0.33708
ENSG00000231324	0.046159
ENSG00000249497	0.46802
ENSG00000259502	0.35794
ENSG00000226468	0.081422
ENSG00000196098	0
ENSG00000259985	1.4201
ENSG00000236956	0
ENSG00000167393	6.4173
ENSG00000257119	0.41495
ENSG00000071537	84.2688
ENSG00000271245	2.0839
ENSG00000100060	4.0375
ENSG00000267607	0.1037
ENSG00000278694	0
ENSG00000227660	0
ENSG00000260521	0.04772
ENSG00000250033	17.754
ENSG00000223849	1.9242
ENSG00000168528	59.4584
ENSG00000117245	2.4005
ENSG00000128567	3.3431
ENSG00000156711	209.0094
ENSG00000239036	2.849
ENSG00000096401	57.9103
ENSG00000274374	0.048838
ENSG00000230133	0.12666
ENSG00000227094	0.73472
ENSG00000115687	15.7968
ENSG00000253162	0
ENSG00000204065	0
ENSG00000165474	0.71271
ENSG00000187904	0.73669
ENSG00000180938	4.1547
ENSG00000240621	0
ENSG00000131721	0.085136
ENSG00000154721	1.3332
ENSG00000176293	0.047282
ENSG00000258794	0
ENSG00000226978	0.22682
ENSG00000273209	0
ENSG00000261267	2.4157
ENSG00000235199	0
ENSG00000121417	17.6937
ENSG00000233262	0
ENSG00000207194	2.4067
ENSG00000257629	0
ENSG00000103150	2.8148
ENSG00000214553	0.15093
ENSG00000222658	9.6581
ENSG00000271755	1.5286
ENSG00000266899	0
ENSG00000157999	3.7915
ENSG00000148357	0.061735
ENSG00000124587	7.7687
ENSG00000159247	6.5655
ENSG00000135477	0
ENSG00000141639	0.047633
ENSG00000276338	0.48421
ENSG00000211934	0
ENSG00000132467	62.9073
ENSG00000183018	0.66522
ENSG00000143882	2.2471
ENSG00000241367	0.20563
ENSG00000227121	0
ENSG00000160294	62.4488
ENSG00000121743	0.26323
ENSG00000230643	0
ENSG00000236391	1.45
ENSG00000213362	0.72934
ENSG00000225787	0
ENSG00000237729	1.3355
ENSG00000274884	0
ENSG00000223850	0
ENSG00000253309	1.3223
ENSG00000139433	38.2843
ENSG00000267042	0.81578
ENSG00000184210	0.4452
ENSG00000248333	45.9343
ENSG00000279467	0.25481
ENSG00000168630	1.5201
ENSG00000235226	0
ENSG00000005001	0.75241
ENSG00000228433	0
ENSG00000101246	23.2085
ENSG00000223284	2.9173
ENSG00000166589	2.2392
ENSG00000207221	0
ENSG00000151176	26.47
ENSG00000282989	0.10397
ENSG00000161664	1.0301
ENSG00000143450	2.0257
ENSG00000254984	0.71538
ENSG00000238921	12.0073
ENSG00000249079	0.31006
ENSG00000199764	0
ENSG00000280003	0.094072
ENSG00000275147	0.28115
ENSG00000273693	0
ENSG00000264423	3.8907
ENSG00000086544	11.8316
ENSG00000115514	104.3689
ENSG00000152782	46.4988
ENSG00000252481	7.4203
ENSG00000215326	0
ENSG00000253819	0.82348
ENSG00000177479	151.5717
ENSG00000225814	0
ENSG00000248843	0.091403
ENSG00000241877	0
ENSG00000274911	3.6079
ENSG00000174562	0
ENSG00000278276	2.1948
ENSG00000213872	1.2542
ENSG00000250098	0
ENSG00000231389	0.1798
ENSG00000260103	0.65193
ENSG00000224596	30.4037
ENSG00000271190	0
ENSG00000141258	26.6725
ENSG00000174130	1.3169
ENSG00000260586	0
ENSG00000187010	0.71487
ENSG00000169967	43.844
ENSG00000232581	0
ENSG00000049768	0.20122
ENSG00000233919	0
ENSG00000256948	0.12145
ENSG00000161682	4.1076
ENSG00000221977	0
ENSG00000228943	0
ENSG00000267552	1.0414
ENSG00000156269	0.33697
ENSG00000249106	0
ENSG00000265169	0
ENSG00000230198	0
ENSG00000237164	0
ENSG00000202193	0
ENSG00000263232	0.12333
ENSG00000258376	0.092796
ENSG00000198573	0
ENSG00000231416	0.39732
ENSG00000275657	0
ENSG00000242020	0.4486
ENSG00000187969	0
ENSG00000252628	0
ENSG00000273720	0
ENSG00000203411	1.8006
ENSG00000214135	30.6004
ENSG00000058668	14.4737
ENSG00000201028	4.858
ENSG00000250125	0.013509
ENSG00000161048	7.3932
ENSG00000271337	0.20652
ENSG00000224057	13.0639
ENSG00000222120	0
ENSG00000229206	0
ENSG00000146857	0.42621
ENSG00000231390	0
ENSG00000260613	0.16942
ENSG00000197408	0.76832
ENSG00000255757	6.0006
ENSG00000281825	0
ENSG00000042813	0
ENSG00000163291	50.1654
ENSG00000229689	0.019331
ENSG00000239128	2.9488
ENSG00000230225	0.24585
ENSG00000225369	0.035164
ENSG00000274466	0
ENSG00000061273	14.0294
ENSG00000234545	116.9238
ENSG00000188112	7.0754
ENSG00000249616	0.2188
ENSG00000235857	0
ENSG00000263742	0
ENSG00000085978	60.1203
ENSG00000072163	5.842
ENSG00000258886	2.0395
ENSG00000240713	0
ENSG00000279049	0
ENSG00000180910	0
ENSG00000265170	6.9077
ENSG00000233354	0
ENSG00000261359	0.34695
ENSG00000277595	3.5768
ENSG00000254566	0.13996
ENSG00000207286	2.5901
ENSG00000064651	15.665
ENSG00000278813	0
ENSG00000162947	0.2537
ENSG00000225830	5.3063
ENSG00000229716	0.28659
ENSG00000264005	0
ENSG00000259149	0
ENSG00000280068	1.0365
ENSG00000189376	40.2229
ENSG00000252063	0
ENSG00000122043	0
ENSG00000275092	0.76174
ENSG00000249590	5.3891
ENSG00000116521	53.0042
ENSG00000248425	0
ENSG00000264488	0
ENSG00000236483	0.6761
ENSG00000181656	0.01533
ENSG00000184216	67.1802
ENSG00000251947	0
ENSG00000230735	0.51463
ENSG00000225879	0
ENSG00000258913	0.068949
ENSG00000274976	2.2929
ENSG00000223942	0
ENSG00000267134	0.12131
ENSG00000113194	60.347
ENSG00000279559	0
ENSG00000232163	1.1425
ENSG00000184302	0.052156
ENSG00000207313	15.2343
ENSG00000228525	3.1773
ENSG00000277622	0
ENSG00000184785	0.032439
ENSG00000221559	0
ENSG00000235318	1.4711
ENSG00000198276	52.1731
ENSG00000255192	0.24924
ENSG00000242651	1.0574
ENSG00000244588	0.17856
ENSG00000108599	22.1362
ENSG00000164045	51.7735
ENSG00000254027	0.41029
ENSG00000199856	2.0808
ENSG00000226022	0.48704
ENSG00000235292	0
ENSG00000261360	0.26373
ENSG00000101935	10.2942
ENSG00000275239	1.5322
ENSG00000077150	29.8397
ENSG00000259659	1.9428
ENSG00000224688	0
ENSG00000064270	0.92929
ENSG00000250756	0
ENSG00000215418	0
ENSG00000236510	0.073493
ENSG00000225906	0
ENSG00000217801	59.983
ENSG00000240268	0
ENSG00000264515	0.50778
ENSG00000213964	0
ENSG00000229151	0
ENSG00000276431	0
ENSG00000222185	0
ENSG00000168781	14.4707
ENSG00000267644	0.094066
ENSG00000244615	0
ENSG00000260678	0
ENSG00000253885	0
ENSG00000255339	2.2411
ENSG00000269072	0.030176
ENSG00000154975	0.034369
ENSG00000234127	44.0009
ENSG00000112339	148.5016
ENSG00000237256	0
ENSG00000258468	0
ENSG00000279560	13.0369
ENSG00000101017	7.7263
ENSG00000202285	0
ENSG00000231508	0.7993
ENSG00000224715	0.040039
ENSG00000273812	1.0658
ENSG00000177453	1.6299
ENSG00000282033	0.656
ENSG00000270091	1.4579
ENSG00000149948	151.9291
ENSG00000104827	0.21065
ENSG00000271429	1.4062
ENSG00000112592	33.2175
ENSG00000243424	2.0126
ENSG00000231482	0
ENSG00000163875	189.4424
ENSG00000276941	0
ENSG00000199291	0
ENSG00000253912	1.1967
ENSG00000159069	16.9315
ENSG00000180287	0.048129
ENSG00000259094	0.8411
ENSG00000262133	0.2614
ENSG00000236065	0.25305
ENSG00000250191	0
ENSG00000230317	0.11247
ENSG00000251529	0
ENSG00000225341	0
ENSG00000258978	0
ENSG00000235949	0
ENSG00000092969	0.49892
ENSG00000116191	72.1462
ENSG00000277204	0
ENSG00000267199	3.5687
ENSG00000272055	13.1115
ENSG00000265262	0
ENSG00000239194	0
ENSG00000126860	0.27242
ENSG00000221021	0
ENSG00000172775	188.0153
ENSG00000244050	0.53724
ENSG00000277687	3.7338
ENSG00000207378	6.204
ENSG00000233446	0
ENSG00000254658	0
ENSG00000228470	0.88996
ENSG00000115970	26.0639
ENSG00000229808	1.2256
ENSG00000278905	0.014949
ENSG00000168787	0.065946
ENSG00000154162	0.12623
ENSG00000231992	1.4179
ENSG00000238029	0
ENSG00000252155	0
ENSG00000273367	1.0736
ENSG00000226087	0.1546
ENSG00000268391	0.25855
ENSG00000259121	5.1284
ENSG00000269729	1.1774
ENSG00000074356	43.6773
ENSG00000197984	0
ENSG00000248517	0
ENSG00000155729	9.1587
ENSG00000257787	0
ENSG00000166619	73.8835
ENSG00000109814	761.0927
ENSG00000169789	0
ENSG00000185274	0.054295
ENSG00000197933	13.8352
ENSG00000267226	1.8631
ENSG00000255284	5.6825
ENSG00000281352	4.3403
ENSG00000276496	0
ENSG00000277714	0
ENSG00000206187	0.057858
ENSG00000239221	4.1801
ENSG00000270748	0
ENSG00000207405	0
ENSG00000221531	0
ENSG00000130600	0.76689
ENSG00000111788	3.4402
ENSG00000226114	0.32673
ENSG00000263389	0
ENSG00000157540	42.4844
ENSG00000163702	18.0798
ENSG00000250848	1.7475
ENSG00000224660	16.9535
ENSG00000122678	4.7236
ENSG00000166311	12.0092
ENSG00000205609	11.9832
ENSG00000273877	0.047967
ENSG00000104497	18.5887
ENSG00000186409	2.1896
ENSG00000173198	0.99894
ENSG00000280161	0.30384
ENSG00000240240	0.45397
ENSG00000234219	0.20557
ENSG00000276523	3.2749
ENSG00000229243	0
ENSG00000162639	0.034311
ENSG00000146411	0.17315
ENSG00000220340	0
ENSG00000175772	0.642
ENSG00000265919	3.5861
ENSG00000243489	0
ENSG00000253977	0
ENSG00000206697	0
ENSG00000255311	0.16235
ENSG00000239731	4.9346
ENSG00000165120	0.096943
ENSG00000144026	22.6452
ENSG00000254093	52.6883
ENSG00000262198	0.13872
ENSG00000274020	8.4269
ENSG00000232765	0.29121
ENSG00000263416	0
ENSG00000279652	0.33137
ENSG00000214319	0.062662
ENSG00000188269	1.382
ENSG00000272686	3.2177
ENSG00000258440	0
ENSG00000202377	0
ENSG00000235411	0.20639
ENSG00000273904	1.6972
ENSG00000150873	0.3867
ENSG00000233028	0
ENSG00000277269	0
ENSG00000251474	20.813
ENSG00000224807	0.21415
ENSG00000254120	0
ENSG00000243516	0
ENSG00000266545	0
ENSG00000280671	0
ENSG00000238540	0
ENSG00000107443	64.1073
ENSG00000206724	0
ENSG00000231574	3.6612
ENSG00000259186	0.090041
ENSG00000186842	0.5991
ENSG00000251501	0
ENSG00000230409	0.86347
ENSG00000260771	0
ENSG00000225433	0
ENSG00000012061	91.5354
ENSG00000111615	157.9073
ENSG00000183111	0.70003
ENSG00000090857	26.7374
ENSG00000221113	0
