"Gene.name"	"SRR2153293"	"SRR2153295"	"SRR2153297"	"SRR2153299"	"SRR2153301"	"SRR2153303"	"SRR2153305"	"SRR2153307"	"SRR2153309"	"SRR2153311"	"SRR2153313"	"SRR2153315"	"SRR2153317"	"SRR2153320"
"Hemgn"	2.12667	4.19242	2.1289	37.25594687	0	0	0	0	187.7381	2.19501	0	1.0956	0	1.08025
"Hemk1"	86.15583	177.7874	135.427	162.034	74.60705	117.2682	90.9378	120.3159	134.361	87.43195	120.84268	63.24066	57.4601	87.21684
"Henmt1"	1	0	0	0	1	0	0	0	0	0	0	0	0	0
"Hepacam"	1.24382	4	6	10	4.97527	10	1.24382	19.9011	2	3.73145	2.48763	4.97527	8	4
"Hepacam2"	0	5.94108	0	1	3.92648	1	0	0.197311	7	3	1	5	5.61097	0
"Heph"	23.00003	72	45.00002	29	35.00004	14.8448	19	105.99996	15.00004	31.99997	19	24.99998	40	28
"Hephl1"	2	7	5	3	4	5	11	6	7	11	4	8	8	5
"Herc1"	1956.1508	3332.5849	1929.3725	798.382	1572.5896	1709.1916	1630.3482	1670.5368	718.71012	1650.7554	1532.9407	1560.6881	1808.634	1697.8244
"Herc2"	1582.99564	2820.70969	1714.3221	898.99983436	1494.00043002177	1487.70816007467	1469.57527004349	1574.64946	676.96287	1378.795588	1251.6038	1459.96421	1745.9437800329	1489.95847
"Herc3"	797.93694	1586.79817	796.36164	439.33482	1160.36436	836.42749	616.53743	805.634377	505.732795	608.70561	641.1327	738.01343	723.210019	932.91444
"Herc4"	377.516	615.8928	436.325	259.5194	355.498	347.205	332.615	435.152	299.238	285.4320721988	286.73	330.4631	465.48	386.902
"Herc6"	28.6516	80.972	48.3837	21.5084	37.3717	26.8854	39.3136	84.8584	28.6516	16.3134	37.6396	28.6516	33.4102	27.525
"Herpud1"	2735.278	3367.681	2241.981	2185.124	1480.116	2353.425	1750.885	1886.669	2063.247	3750.52816	1599.115	1767.54	2156.292	1904.967
"Herpud2"	583.39	964.535	532.124	683.505	542.42	538.523	493.958	531.296	442.599	522.359	429.97	385.031	572.35	514.429
"Hes1"	97.1351	187.59	158.281	194.015	150.119	92.445	94.5159	111.621	245.422	80.708	119.023	91.3468	84.3695	84.9623
"Hes2"	0	0	0	0	0	0	1	1	0	0	1.00291	0	0	0
"Hes3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hes5"	1	1.18527	1	0	1.18527	1	1	0	0	1.18527	0	0	1.18527	1
"Hes6"	114	165.813	99.8292	173.596	73.6609	89.2857	57.8571	83.9735	166.84	81.8015	74.504	83	88.1429	97
"Hes7"	2.0901	9.01044	4.14296	3	2.0385	3.00136	3.1854	3.1826	6.14485	4.05845	4.0935	1.0442	4.08607	5.04787
"Hesx1"	0	1	0	1	0	0	0	0	1	0	0	0	1	0
"Hexa"	579.973	1160.88	609.969	1144.97	651.88	554.939	462	727.969	1027	572.935	458.967	509	713.989	556.897
"Hexb"	170.517	286.067	200.866	185.309	186.075	152.498	121.502	248.69	353.579	147.054	126.791	141.219	173.878	123.549
"Hexdc"	83.14646	129.74998	76.5522	102.43619	57.32543	43.2685	64.225052	75.86544	97.14403	56.01226	71.5763	60.1379	65.8343668	51.74351
"Hexim1"	444	778	473	629	471	382	327	465	388	312	300	473	456	434
"Hexim2"	43.00005	86.99997	54.000009646	75	47	29.00004	49.99999	43.00006	49.00004	37.00003	52.00001	45.99995	44.99998	37.00001
"Hey1"	52.431	91.3151	60.9119	60	63	46.3285	40	62.4862	87	36.008	42	62.6985	59.5087	60.4689
"Hey2"	3	22	19	18	6	11	5	40	17	7	7	12	7	10
"Heyl"	105	164.62	126.668	158	114	116	108	120	117	84	138	78	106.778	90
"Hfe"	554.003	671.584	395.408	395.2395523241	417.5473	520.01	304.2853	431.64	293.6223	717.697	307.459	266.5861	418.095	313.69119
"Hfm1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hgd"	20.99996	54.6059	42.0718	28.9536	26.564	33	19.6030606	17.66238	14.20321	15.6624	11.0683	5.69542	19.99997	21.6604
"Hgf"	5.88206	19	7.65783	3	9	5	2	30.895184	2	5	2	5	11	7
"Hgfac"	15.33731	8.746563	20.34897	7.805897	12.36156	14	13.542316	6.000003	7.99999333	10.02208	1.40891	0.615505	2	7.60247
"Hgh1"	43.0191	54.9753	33.0037	50.0805	28.547	35.4063	29.0938	38.4103	50.4621	49.0689	19.8539	17.594	39.0067	31.7428
"Hgs"	358.629	622	340	555.368	287.000000015015	325.83325	274.5845	395.9997	384	362.0001	250.0004	319.22983569	391	310.9996
"Hgsnat"	385.19848	739.3985	386.13896	356.46077	350.2232	343.331	344.39012	384.4213	318.512	326.28275	333.80226	343.35426	384.696	437.53643
"Hhat"	4.3768	19.3187	5.78838	11	15.2457	13	9.54026	12.00002	12	2.56015386271	10.2406037089	3	12.2316	8
"Hhatl"	1667.99513464725	2738.0027	1439.99955	2601.00483	1363.9995	1220.004571	1161.99612	1327.0006127637	1668.99671	1342.99637	1109.99885	1315.00488	1205.99825	1760.00329
"Hhex"	18.77778	20.79	26.6832	45.59414	31.9754	19.81356	21.92026	23.69562	50.06436	20.01784	17.83758	10.846	14.02582	10.053722
"Hhip"	7	20.2645	11.2581	6.75484	13.5097	13	7	31.5226	14.6355	10.1323	9	10	15	14.6355
"Hhipl1"	43.0556	148.129	67.3809	37.989	36.5636	64.789	62.7602	76.7339	55.0882	34.0394	45.0692	64.5719	61.8632	68.7519
"Hhipl2"	0	2	1	2.2385500192796	0	1	0	1	1	1	0	0	0	1
"Hhla1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hibadh"	2039.95	3585.59	2361.36	1312.77	1818.69	2078.62	1778.74	2171.74	1692.61	1698.25	1748.66	1636.92	1489.51	1908.74
"Hibch"	659.0001	1310.799	816.2299	411.4338	635.4461	741.281	565.1532	752.9925	693.9958	621.3913	534.3677	518.404	605.4699	695.6062
"Hic1"	64.5986	102.717	64.6729	105.671	40.4518	47.4268	34.7346	65	105	26.9254	67.1364	66.1821	88.7222	58
"Hic2"	41.05452	98.16201	55.04806	35.0451	53.1214	76.1591	41.03342	53.05423	49.0504	33.022675	38.0469	57.0681	45.09902	44.131241
"Hid1"	27.000000510452	59.7209367	47.1293	81.84863	34.766	41.3250424097	27.8684	81.8875	42.6601	31.55070988747	36.8189445972	25.9560166277	24.31913521614	35.0423475958
"Hif1a"	351.847	643.54009	437.807	235	342.902	384.785	320.39488	509.072	267.817	300.313	290.7996	330.125	344.379	356.527
"Hif1an"	3627	7242.16	4180	3606	4275	3481.89	3769	3643	2130.81	2947	3514	3162	3922	4145.4
"Hif3a"	39.00002	95.90093	48	11	8.999995	28	44.00001	43	11	27	25.00003	61	38.99997	50.903477
"Higd1a"	946.99978	1762.00021	1026.9636	1077.00013	988.9997	925.98738	823.7345	1046.00037	1269.3328	707.99995	827.99996	830.3365	879.99981	1070.99969
"Higd1b"	21.99999	40	23.00002	32.999966	32.999998	27	20	34.99999	39.99998	11	27	27.99996	29.00002	25
"Higd1c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Higd2a"	1040	1837	1094	1173	928	868	914	1001	1160	750	825	900	1000	1034
"Hikeshi"	293.01926	615.29227	307.23328	325.86025	276.1941	226.5486	266.7621	370.05536	367.294	245.3574	267.0403	287.92229	354.5738	339.4619
"Hilpda"	40	55	35	36	34	27.999954	36	52	56	44	38	16	38	28
"Hils1"	54	77	41	7	32	34	43	38	10	47	33	48	50	44
"Hinfp"	140.47221	229.10691	152.34931	83.48578	121.00092	158.83222	104.0453	196.65186	106.511	131.4135	104.70502	120.97877	140.969	152.655300387054
"Hint1"	1760.00464	2521.00315	1536.00111	1343.99853	1261.00413	1528.99809	1263	1733.00491	1910.99823	1767.99676	1108.99534	1273.99797	1247.00146	1585
"Hint2"	247.774	400.232	266.87	399.961	234.142	282.376	204.942	246.282	482.93	227.001	170.316	251.385	162.755	248.115
"Hint3"	361.1291	593.1253	414.992	243.90643	347.0001	377.39581	315.1339	444.3486	380.9512	312.50244	297.9995	362.4334	341.963	408.9995
"Hip1"	729.77027	1340.9636	711.22248	505.61509	575.512	556.66081	569.33577	815.25762	303.31	623.29675	522.76554	604.72921	781.79802	627.45101
"Hip1r"	192.518	346.66404	173.394	489.318	198.789	175.20078	208.189207	203.184865	229.157	199.315	199.06175	208.841992	330.025	190.44134
"Hipk1"	986.1025	3062.987	1149.95122	607.664	968.96287299	1151.646127	1154.916546987	1355.3627	702.387	734.5779	849.341600311946	1101.3997	1076.9342	1284.41
"Hipk2"	828.8110530885	1920.5044	970.6147	246.2915	1530.3005	908.352	842.3964	768.0064	166.7740689565	571.3307	969.818	827.3913	1140.2331	999.4044
"Hipk3"	6548.0387	10634.0749	5861.4789	3628.99556	6301.0004	5474.8354	5293.591	5598.7554	2447.9959	4484.994	4954.2016	6122.0416	5677.996	5482.4886
"Hipk4"	76.00002	127.9995	69.99995	58	54.00002	60.00002	48	45.00002	51	58.99997	49.00002	49	49.00005	59
"Hira"	197.9555	520.093	263.782	252.5513	246.327	157.8181	262.6109	137.2941	272.409	160.5707	245.6962	212.7289	240.065	259.275
"Hirip3"	98.53694	163.81	85.47089	147.785	69.0817	91.55208	91.0587	76.79539	121.992586	59.0636	81.3613875	117.063	87.61399	82.19146
"Hist1h2an"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hist1h2ao"	0	0	0	2.26577	0	0	0	0	0	0	0	0	0	0
"Hist1h2ap"	0	0	0	0.00128251	0	0	0	0	0	0	0	0	0	0
"Hist1h2bp"	0	0	0	0	0	0.643302	0	1.8559	1.84936	0	0	0	0	1.89263
"Hist1h2bq"	0	3.59334	1.1401	3.88664	0	3.10166	4.44767	4.35116	0	1.39195	0	1.16534	1.85826	3.52969
"Hist1h2br"	0	0.324288	0.140341	0.476653	3.66964	0.402197	0.625886	0.522821	9.69639	0.163562	0	0.151674	0.212353	0.437731
"Hist1h4m"	2.4876	0	0	1.42599	4.30104	1.30048	0	0	2.67312	1.31222	0	0	1.50131	2.66758
"Hist1h4n"	0	3.03894	2.44606	0	0	0	0	2.67814	0	0	0	0	0	0
"Hivep1"	301	661.99996	303.63051	168.00007	405	362.99973	302.534	365	197.99866	264.9997	334.000429626	260.99968	345	291.00038
"Hivep2"	1408.14224	2735.0361	1539.929	826.6482	1227.269	1158.305	1400.333	1286.698	671.367741	1076.744	1351.905	1194.25013	1548.13568	1874.3721
"Hivep3"	39.7392	67.6167	31.0812	18	46.46059	53.06184	28.9095	44.1439	22.0848	57	44.5967	47.84312	31.9313	25.28613
"Hjurp"	354.214	721.6135	387.0324	282.8128	306.0826	326.1481	260.872932	459.59788	378.18235	342.20515	295.1084	337.50829	320.48909	346.7225
"Hjv"	8133	15664	8423	14783	8306	7734	8172	6437	9053	7972	7820	6475	7548	8128
"Hk1"	94.99995	258.5779	146.9999	200.0001	128.7783	151	113.99999	193	277.9999	80.36715	120	118	150	109.654199
"Hk2"	5777.4929	10642	6112.68883	3821.31	4649.00000158397	5665.50119	4491.45	4880.44	3758.42	4775.5	4458.99	5110.00295	5512.50616	6048.99773
"Hk3"	8	14	9	35	11	5	5.0000000323216	1.645244	121.219	7	10.000000901	5	23	2
"Hkdc1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hlcs"	314.5118	706.5176	389.01822	189.8434	339.521000085731	370.52421	283.8717	283.152	274.44091	273.8653852	257.84070179	297.69620487541	297.690674	387.6418544
"Hlf"	326.123	576.508	319.33933	268	232.84715	300.22978	241.573	384.292	235	221.48869	305.10816	248.00363	301.60253	257.103
"Hltf"	90.9534	115.068	89.0383	8.60633	42.9251	56.4944	42.9778	77.7797	4.51459	37.7378	44.1365	43.4835	55.7831	64.0176
"Hlx"	108	93.99998	73.00005	208.0001	53.00001	70	68	69	101	70.000005	78	64	60.3171	61.0332
"Hmbox1"	256.99967	467.99768	259.42895	170.98813	238.09320208649	298.47847	227.90911	302.8968	184.999672	268.9995	220.4111	261.68783	234.0827	271.01168
"Hmbs"	207.48412	446.0227	265.24900005067	350.977246	218.5713	230.08099	216.777	269.6502079	661.0594	214.327872542	217.6447	190.2024	207.72872	250.77427
"Hmces"	38.0114	93.4574	64	38.4902	46.5126	54.2157	40.5805	64.3617	65.5402	38.3146	37.4112	28.6203	56.3288	61.99996
"Hmcn1"	32.494834	63.79595	50.75266	21	24.335855	54.7927715075	22.14097	71.8118	27.32039	45.567	31.1808	28	38.4314	35.527896
"Hmcn2"	830.885	2204.36928	745.176	25.3674	1043.21	506.4099	406.709	1073.24	47.0773	55.1964	85.4238	210.16989	1437.4203	266.05
"Hmg20a"	341.00035	599.00035	392.00046	297.99984	330.00014	385.0003	297.00032	450.99992	267.99968	320.9995	298.00033	284.99996	297.00041	332.99989
"Hmg20b"	103.2952	220.49053	138.82620203915	196.219307759	113.80205	115.69170002596	80.21314	176.1061	186.561565	119.22634	129.22019747	116.62797149105	115.58347291821	119.226986383
"Hmga1"	578.559610231644	1212.42257	612.22820296391	805.956113249	627.57786	569.507380024609	577.63555	537.0006499	763.76718	521.2889623	520.547124	483.8724901677	515.000374625406	639.00029
"Hmga1b"	4.44046	12.5773	8.77154	13.0438	8.4226	8.49269	4.36452	0	12.2327	12.711	8.45248	4.12752	0	0
"Hmga2"	12.1051	15.05	9	11	10	4.77709	9	17.0072	5	10.6262	6.65492	19.4622	24.6563	10
"Hmgb1"	2892.7682	4752.1359	2858.3648	2874.39100001719	2391.94345	2495.0378	2478.79814	3115.6347	2792.39716	2247.2006	2138.5563	2659.6686	2325.864	2884.8888
"Hmgb2"	54.7461	74.0454	71.58484	135.0847	32.16988	44.22016	39.73564	75.4293	423.6316	75.11987	31.35202	51.55557	55.7126	53.5689
"Hmgb3"	138.000414	337.000604005	188.00032	105.0001	125.99998	187.87943	132.000453495071	146.375200023065	259.99971	110.0000573495	191.0004676	148.999940077	140.000050013229	178.00014
"Hmgb4"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"Hmgcl"	453.261	794.324	437.685	482.738	373.414	393.955	389.956	422.482	592.309	378.149	330.239	334.749	332.379	396.074
"Hmgcll1"	13	11	12	10	6	11	5	27.9999732	10	16.00004	17	10	8	12
"Hmgcr"	85.40598	179.000044	124.33685	66.0000325	91.56847	97.9572	80.89814	105.09305	69.00002	103.10352	72.00005	101.86773	62.68916	85.48458
"Hmgcs1"	466.9999	860.689	542.48	581.822	507.432	452	444.248	536.129	430.0002	539.556	413.894	392.879	497.732	506.4333
"Hmgcs2"	242.9998	404.9996	357	420.00026	243.9998	208	191	226.99971	194.9998	221	145	163	220	220.0005
"Hmgn1"	286.38654	569.5829	351.953	542.344	269.868	273.20061	223.553	388.68554	546.16132	249.434713	206.31593	299.1541	251.097	314.46027
"Hmgn2"	517.70359	883.4985	572.55322	815.43861	460.98337	592.153	362.50903	615.91488	1292.748	570.59929	405.113	423.78737	455.1876	381.715
"Hmgn3"	44.00008	78.86133	66.70988	65.4634	33.50556	27.66461884	26.097	104.46697	84.9514	43.7151	48.32904	38.0001	59.01822	35.25274
"Hmgn5"	157	339	220.133	152	172	191	157	261	211.884	79	129	168	129	232
"Hmgxb3"	294.305	673.8481	336.034	119.21655	295.7273	287.6697	276.2312	234.773	171.03	253.957	263.301	247.5952	316.7044	320.2815
"Hmgxb4"	6.51981	15.10791	30.22840525	44.8497	20.12004	25.868	0.0697888	8.07097	41.553551641	18.55579	55.05933	32.82259	4.56558	48.58778
"Hmmr"	4.13764	10.54	9.5618	16.2177	9.50108	15.4864	9.5222	8.72144	51.3101	10.9903	6.35498	3.06833	11.5098	3.09655
"Hmox1"	118	197.647	114	196	132	98	101	138	327	131	75	79	110	87
"Hmox2"	588.0392	894.1572	608.0266	794.88726	505.4923	521.28695	424.856700043072	595.1903	655.8555	491.40143	448.95667	480.49338	504.021	547.6208
"Hmx1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hmx2"	0	0	1	0	0	1	0	1	0	1	1	0	0	0
"Hmx3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hnf1a"	0	0	4.0469	0	0	0	0	0	2.01301	1.55659	0	0	0	1.26294
"Hnf1b"	0	0	3.000004	1	0	1	2	0	1	0	0	0	0	0
"Hnf4a"	32.76445	69.00001	48	50.84094	25.00001	28.00005	14.00002	17.00003	21.46622	26.99996	10	17.00005	22.99998	21.99996
"Hnf4g"	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"Hnmt"	61.00006216	167.0002399392	97	54.99995	55.000000079597	52	66	101.9999	106.00000138681	30.000024188385	51.00004	62.999985	77.99996	77.000000590194
"Hnrnpa0"	429	822	425	513	422	422	288	448	542	376	357	329	326	372
"Hnrnpa1"	742.96066	1597.162	802.5755	500.2300232519	816.305	900.0885	551.003	881.442203	743.8862	605.907232	619.9029	862.31144	560.734	847.707
"Hnrnpa2b1"	6010.911	11091.93718	6137.612	5799.99772	5390.65	5500.433	4899.171	5598.729	6653.772	4237.232	4429.679	5051.271	5532.978	6186.042
"Hnrnpa3"	2095.0563	3410.8236	2225.978903183	1955.79520016247	1600.5009	2064.1276566	1640.9342	2248.17038	1744.55177013014	2075.37268	1510.8378806705	1880.5563	1486.3469	2211.7109
"Hnrnpab"	1252.5821	2083.5338	1142.3547	1723.7915	1169.0034	1245.8971	1043.3179	1235.2725	1395.9687	1215.7881	1003.0067	970.6889	1165.8504	1193.47777
"Hnrnpc"	1164.54169	1868.8085552	1208.104011	1069.57677005475	1010.89227	1182.1931	959.14971	1127.05017	1297.8107921	1067.88481	920.346329715246	991.8736	1068.348	1248.4479
"Hnrnpd"	518.6196	1087.633	584.934	628.990859258	623.137231	566.78681	447.8274	564.9564	555.786	423.8404	490.4542	513.133200997675	460.0149	530.0924
"Hnrnpdl"	1666.295	2959.71	1736.346	1446.959	1188.001	1674.331	1345.589	1979.446	1574.71	1316.272	1430.582	1417.396	1345.014	1785.538
"Hnrnpf"	1239.9997903073	2200.2783	1468.9974	1163.0008	1135.795773	1327.66341	1065.8636	1520.9999	1349.0007	1153.718522	952.9219	1094.99947	1163.71199135	1194.9998
"Hnrnph1"	756.33503	1469.6494	890.2375	689.551100104576	727.7079	779.8739	582.6104	1068.4723	824.1782	612.844	723.3652	914.7465	996.1992	985.3468
"Hnrnph2"	927.7344	1578.3846	980.0759	632.8676	804.003	857.6978	761.0037	934.4586	686.4034	706.1899	669.1515	758.01	886.5223	825.5044
"Hnrnph3"	141.028	290.9561047	151.7011	194.343100207458	153.62229	271.6336	117.78393	173.2756	196.5277	156.5951	127.0078	158.2496	147.1659	128.586038
"Hnrnpk"	3087.34046016798	4797.883223275	3158.48705	2181.2083815	2398.96555	3173.7403	2335.453662518	3148.98522	2391.18497701221	2577.61632	2244.9856562	2574.02533	2582.3832	3070.5574107172
"Hnrnpl"	716.5524	1411.2555	772.55349	992.85099	675.6403	729.90025674	642.57709	773.6654	1055.04749	554.38099	629.966	643.85979	692.113	771.1468
"Hnrnpll"	130.741	432.9975	255.47	234.2834	192.701	175.1304	199.354	216.56427361	212.809	193.796	178.628	185.457	189.884	237.6917
"Hnrnpm"	1761.45425	2872.80104	1790.2287	1986.52804	1261.44919	1573.7682	1567.90585	1841.18769	1701.5545	1483.35973	1280.67062	1517.15644	1790.2131	1674.20640005067
"Hnrnpr"	533.1965	863.2374283	541.64917	618.88177	476.23	556.14927	409.4021	573.71272	514.28523	495.81751	404.59257	438.993159	556.12711	501.1626
"Hnrnpu"	1290.528	1851.44	1238.318	1098.648	899.338	1272.884	973.112	1302.764	1006.314	1023.35	839.864	1245.218	1079.958	1257.81
"Hnrnpul1"	1009.9978	1725.9605	995.9554	1319.99421	938.9925	992.9776	852.9686	1089.9368	807.9683	906.9558	786.9014	907.9991	864.9802	970.9776
"Hnrnpul2"	1573.7	2833.79	1664.58	1566.79	1488.16	1430.96	1291.83	1663.14	1371.27	1237.85	1220.63	1381.96	1565.38	1515.69
"Hoga1"	33.932724	69.411218	39.1134	43.277	19.7421	47.5188	25.7055	34.5509	32.468931	48.80326	40.9827	31.07715	43.5835	54.91182
"Homer1"	1119.36288	1781.586071	1122.8769139735	676.35827	1047.62186077	799.93689	1033.1288	1095.28362027293	426.888591	661.39134	902.5924	1052.25205	1131.5608	1061.7506
"Homer2"	512.5914	1157.023	613.9762	120.87753	788.5172	1244.5891	401.3641	353.4544142326	327.3811	419.48753	607.1321	962.1243	381.1468	648.1451
"Homer3"	52.5107	101.67489	78.4337	111.74678	59.3553498	40.41193	34.66193	66.19025	105.5107	60.1097722	35.2227	27.547993696	58.43487	59.0903
"Homez"	63.53593	110.907978	54.17424	56.59201	75.50239	55.99587	40.56185	62.5047212	57.200747	41.637446	53.8048062	41.33953	57.46659	46.73337
"Hook1"	704.903	1116.96	770.166	217.989	572.116	558.048	642.997	960.124	170.665	465.585	594.721	680.903	634.105	747.215
"Hook2"	111.2448	156.3717	95.18794	144.7458	82.70146	87.1906	74.47644	119.13391	89.3622	94.2006	100.1629	100.6342	120.2183	95.2561594
"Hook3"	1968.9475	3766.91	1890.97848	804.985	1940.94	1748	1729.78	1914.99916	837	1332	1424.99	1759.98098	1835.66934	2091
"Hopx"	26	76.5782	57.99996	49.99446	28.00004	35.99998	39.00002	54	58	61	36.93321	22	33.99995	25.00859
"Hormad1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hormad2"	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"Hoxa1"	3	5	3	3	0	3	3	4	6	1	3	2.9273	3	5
"Hoxa10"	78.5097	115.4895	85.6688	66.7948	93.5961	61.3104	49.2167	84.1567	27.3517	70.423	90.1366	52.4393	46.7174	109.8927
"Hoxa11"	49	10	61	55.7672	7	33	28	55.7672	55.7672	58	42	54	0	0
"Hoxa13"	42.55332263	10	32.00004	71	3.44394178	32.00003	19	48	59	35.99997	20.4233812	48.9691573174	2	6
"Hoxa2"	6.29053	18.0584	11.7777	6.64751	9.34331	8	6	7.44394	11.639	2	4	6	4	5.73937
"Hoxa3"	39.501	95.48719	43.8823	45.3675	49.925058	46.205012	55.5609	45.113801	41.9188	44.6427	37.5723	29	47.4416	43.7474
"Hoxa4"	82	94	72	94	43	46	67	32	116	41	48	45	35	51
"Hoxa5"	33	83	37	49	50	29	20	24	110	22	18	20	40	48
"Hoxa6"	16	39	11	7	17	14	12	15	2	10	10	11	12	17
"Hoxa7"	137.60875	176.29798	124.91803	116.33967	100.56962	110.18441	97.70208	120.58169	125.06805	122.58321	77.14644	67.10871	129.00051	104.86847
"Hoxa9"	149.1215	232.9781	148.2314	138.14921	116.8845	128.7406	145.8571	115.56272	88.286541	112.3975	102.6723	76.13355	106.93843	125.16418
"Hoxb1"	4	4	0	9.4765	2	1	2	4	5	1	2	3	1	3
"Hoxb13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hoxb2"	2.53686	9.86132	3.36878	7.0416	3.7082	5.21168	1	3.02313	11.9764	0	2.672	3.85888	6.57421	4.0757
"Hoxb3"	20	51.00799	26	29	16	23	17	37	52.00001	24	28.00001	16.01751	30.6568	13
"Hoxb4"	5.26266	14	10	12	7.80501	8	8	9.90516	26	6.0001	6	6.79436	11	4
"Hoxb5"	1.07407	14.1257	11	9.07407	5	5.07407	6	3.07407	7.36163	6	4.89966	0	1.2963	0.148148
"Hoxb6"	9.08002	35.1211	9.04158	15	9.40054	11.075700343332	8.02246	19.0499	14	8.00285	11.025846231	6.035365	14.0229	8.2884
"Hoxb7"	11	29	17	24	9.60679	15	3	26	16	14	14	12	8	5
"Hoxb8"	3.000004	11	6	10.999996	1	5	3	13.00004	3	2.000001	3.000004	3.999996	2.00000105165	3
"Hoxb9"	5	9.01435	6.00008	7.999998	4.00163	7.00013	5	16.0002	3	2.00844	8.00017	4	10	8.0001
"Hoxc10"	1022.88	1927.62	996.773	1057.47	1112	936	983.641	851.702	15	953	1038.89	828.409	1075.25	1038.14
"Hoxc11"	155	190	88	149	95	90	109	94	0	89	107	66	113	67
"Hoxc12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hoxc13"	0	0	0	2	0	1	0	0	0	0	1	0	0	3
"Hoxc4"	92.8039	174.9998	91	96	103	79	82	75	64	70	97	68	97	82
"Hoxc5"	18.7214	74.6264	25.9242	48.9185	51	29	27.7493	39.5969	90.357	15	18.5336	16.3186	54.7186	33.391
"Hoxc6"	42.3959	152.057	47.6007	37	62.0373	38.0768	40.3377	40.567	60.2109	35.2212	31.8481	24.675	68.2191	73.9719
"Hoxc8"	11.3658	83.1542	10.2356	11.3707	27.2272	9.67725	22.2142	11.5279	9.03154	8.74887	6.50845	3.90512	24.6579	24.3537
"Hoxc9"	94.50043	183.9484	94.52004	128.82313	106.304	98.11298	67.6023	84.08591	4.01268	75.4876	85.71866	97.252	115.83568	88.5334
"Hoxd1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hoxd10"	91	35	59	100	19	55	73	23	3	84	92	81	85	13
"Hoxd11"	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"Hoxd12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hoxd13"	0	0	0	0	0	0	0	0	1	0	0	0	1	0
"Hoxd3"	0	0.0561869	4.20634	8.71179	0	0	1.72021	2.25298	3.98762	0	2.36237	0	0	0
"Hoxd4"	26.4328	47.11438	31.363	18.27351	20.4973	18.563	17.86552	29.92509	17.41652	21.8221	15.027024	14.0788	25.273	18.15462
"Hoxd8"	452.9999	343.9997	315.0003	752.0001	214.0004	282.9997	388.9996	157.999900026834	339.9999	344	461.9996	287.9999	438	86.000039
"Hoxd9"	227	115.528	118.394	446.97	88.3945	126	164.466	55.7269	136	165	164	115	178.643	29.6662
"Hp"	143.607	632.167	384.7	2747	356	187	201.201	1008	645	162.896	83.072	209	1613.69	285.07
"Hp1bp3"	1301.5065	2346.86018	1397.52460013449	1193.80718	1182.40054002804	1337.6134	1020.97796327957	1422.16133	1325.2062	1103.9086	1008.688532835	1107.6418	1227.42176	1370.69798001044
"Hpca"	0	1.06467	0	1.00024	0	0	1.06978	0	0	0	1.01468	0	1.00032	2.121678
"Hpcal1"	43.00001	168.9998	72.99999	82	62	46.99998	50.00000125548	91	111.99984	47	42	49	84.99996	70.99997
"Hpcal4"	0	0	2.000004	2.999998	0	0	0	1	0	0	1	0	1	0
"Hpd"	98.99997	207.6515	165.0003	148.00026	118.0003	112	128.708	84	82.0622	77	61.00004604	60.99998	63.7746	109.99975
"Hpdl"	16	24	30	20	11	24	7	13	31	21	9	16	10	15
"Hpf1"	78.7287	60.0601	58.7158	55.0564	60.1393	41.3088	37.1483	60.1278	105.942	48.9298	47.7958	32.1891	60.76112	38.6052
"Hpgd"	44	117	59	72	71	55	38	106	109	45	52	47	92	35
"Hpgds"	8.62431	19.1362	18.8734	27.0062	22.6683	7.42752	2.71037	24.0976	16.9658	21.1001	13.5947	4.3993	21.1116	3.93204
"Hpn"	110.79613	230.00959177	119.70533	135.33345	107.30239	145.65293	95.688093869055	118.46376	177.47154	82.06291	118.02326	75.03237	106.70764	72.74706
"Hprt"	391	671	422	331	382	420	302	422	458	380	318	313	377	351
"Hps1"	9.31461	30.95676	21.8777	24.99148	18.16372	7.296021	10.60015206	31.1401	36.123847	15.24318	6.77033	3.74777	29.37409	20.90575
"Hps3"	86.4706	112.3463	103.7773	25.581691	73.5646	62.6541	37.1835	72.4162	55.17275	73.6529	45.1228	53.926	66.6047	72.2571
"Hps4"	50.348300545295	145.9104	75.2721	54.47293	57.5922	45.4411	50.96276	81.13030144	89.5677	47.2271	41.5472	39.00029229	56.1495	78.3824
